置きます,おく,置く,0,動Ⅰ,放,,他,,
減ります,へる,減る,0,動Ⅰ,减少,輸出が減ります(ゆしゅつがへります):出口减少。,自,,
貸します,かす,貸す,0,動Ⅰ,借给、借出,李さんにお金を贷します(りさんにおかねをかします):借钱给小李。,他,,
,ふく,服,2,名,衣服,,,,
拭きます,ふく,拭く,0,動Ⅰ,擦,,他,,
吹きます,ふく,吹く,1|0,動Ⅰ,刮(风),風が吹きます(かぜがふきます):刮风。,自他,,
